date,open,high,low,close,volume
2024-01-01,99.78209768723764,101.33756770137683,99.43238699924727,99.43238699924727,4080351
2024-01-02,99.76620504963691,100.89152720154074,99.76620504963691,100.04956860593856,6118774
2024-01-03,99.29831437623366,99.62470800320467,98.37603716571932,98.37603716571932,1827330
2024-01-04,101.12565544781371,101.12565544781371,99.45457905697582,99.45457905697582,8427276
2024-01-05,102.04936939056543,102.04936939056543,99.5878621880108,101.83022943247332,8972328
2024-01-06,102.65702875318307,102.65702875318307,99.32357303710553,100.81438589963501,7824031
2024-01-07,102.49733814563356,102.49733814563356,98.73435196486588,98.73435196486588,2430698
2024-01-08,102.75123195403505,102.75123195403505,98.55105286733766,98.55105286733766,4094288
2024-01-09,101.4941369808996,101.4941369808996,98.0003267721185,98.0003267721185,8840821
2024-01-10,99.73966135945658,99.73966135945658,98.296082517955,98.296082517955,8391982
2024-01-11,98.1136057456538,98.1136057456538,97.48962805911314,97.48962805911314,8949353
2024-01-12,99.23430889343727,99.23430889343727,96.44004361813879,96.44004361813879,3523554
2024-01-13,98.3258008536972,100.03931226022615,97.80831583108338,97.80831583108338,7103500
2024-01-14,97.15301390466274,99.14897751577706,97.10439643844664,97.10439643844664,4493693
2024-01-15,94.85168775473738,98.34046173145447,94.85168775473738,97.97829611932013,1624866
2024-01-16,93.73076856521857,97.09415619686114,93.73076856521857,97.09415619686114,1995518
2024-01-17,94.8354313720375,97.64442846129573,94.8354313720375,97.15998837067518,6847712
2024-01-18,94.66018405993454,97.49207979575583,94.66018405993454,97.24198338983649,6306219
2024-01-19,94.7589188205799,97.87568082531331,94.7589188205799,96.73162231010004,1515447
2024-01-20,94.94689118355944,98.44078436284879,94.94689118355944,97.03086273500469,8416501
2024-01-21,96.52784744979358,99.54803211976117,96.30067284057718,96.30067284057718,8131363
2024-01-22,97.08307621155016,100.27093418920961,95.28205329629186,96.460824643171,6970000
2024-01-23,96.36814885739241,100.22105146459698,95.26925613604284,96.36526501365356,7884004
2024-01-24,93.18844618314712,101.048347309102,93.18844618314712,98.51184773503878,5336851
2024-01-25,91.65547363885523,101.6533981663134,91.65547363885523,99.23605292133858,1275769
2024-01-26,90.33633041273426,102.45520205030932,90.33633041273426,98.49787694498573,9133857
2024-01-27,90.6472805103905,101.87166892047803,90.6472805103905,97.21250105031964,2565739
2024-01-28,88.53872106515273,102.55622772519618,88.53872106515273,96.4160776926762,1682532
2024-01-29,87.54052360978093,102.40473942774464,87.54052360978093,96.01984806164792,5944225
2024-01-30,86.84232768763624,102.31825373674701,86.84232768763624,95.46414361353206,7937151
2024-01-31,87.15020366874198,103.15054490553239,87.15020366874198,95.58421174285493,2226084
2024-02-01,86.80011611098097,102.08990148358741,86.80011611098097,95.16551567851766,2191939
2024-02-02,86.92480574241361,102.61899162017747,86.92480574241361,94.74791912037865,5401717
2024-02-03,86.22682027253008,101.85574767994352,86.22682027253008,92.59789355529637,2299168
2024-02-04,86.30958585794266,99.92666229204156,86.30958585794266,92.23331160228197,9554236
2024-02-05,87.45638993737548,100.41175123542607,87.45638993737548,92.80645019502818,8412932
2024-02-06,86.94585772205951,100.28478636041729,86.94585772205951,91.95328779067577,4627618
2024-02-07,89.11344955365071,99.17413345666903,89.11344955365071,91.8540868405761,8707888
2024-02-08,88.1180450903708,97.51647027502521,88.1180450903708,90.83586631972926,6982250
